"","word","counts","aveScore"
"9503","chin",5,1.25985611510791
"9551","shotgun",5,1.6984
"9579","kan",5,1.46532352941176
"9629","fui",5,0.4842
"9940","psycho",5,0.982875
"10219","needles",5,2.3752
"10270","plastic",5,1.2104
"10373","beware",5,0.5065
"10418","whiskey",5,0.751
"10501","pea",5,1.32898540145985
"10748","metal",5,1.3956
"10988","feuilles",5,1.8712
"10989","mortes",5,1.8712
"11015","X98",5,NA
"11167","straighten",5,1.8174
"11222","helpless",5,0.2514
"11870","su",5,1.64651579778831
"14281","niet",5,0.4996
"14356","voor",5,0.3795
"14357","mij",5,0.463571428571429
"115","ballin",4,0.67725
"216","dick",4,1.51066666666667
"229","inferno",4,2.9125
"244","outlaw",4,0.5915
"327","driftwood",4,0.5235
"354","shapes",4,1.57825
"447","nina",4,0.673545454545455
"470","piper",4,1.6082
"508","vanity",4,0.6595
"509","kills",4,1.17275
"534","borrowed",4,0.2135
"539","deeds",4,1.056
"571","nervous",4,2.919
"662","porch",4,0.671
"663","pet",4,1.32961538461538
"670","smarty",4,0.906
"685","frances",4,0.318
"695","flirt",4,2.6902
"832","cosi",4,0.39575
"838","grazie",4,0.49875
"898","peppermint",4,3.1968
"917","soli",4,1.38233333333333
"959","messin",4,0.6286
"960","chip",4,0.811428571428571
"991","pandora.s",4,0.898
"1018","salty",4,0.43975
"1020","reckless",4,0.47375
"1052","refrain",4,1.13975
"1088","paid",4,1.707
"1097","smack",4,4.1794
"1172","central",4,1.8538
"1176","sent",4,1.28490769230769
"1197","match",4,1.74766666666667
"1224","sewing",4,0.63475
"1233","haunting",4,0.91925
"1265","simply",4,2.39875
"1266","cuckoo",4,0.604
"1310","vas",4,1.31854545454545
"1328","forgiven",4,1.17227272727273
"1352","oughta",4,2.59725
"1353","adeline",4,1.1208
"1370","taught",4,0.31725
"1381","destination",4,0.73275
"1394","ours",4,1.30510559006211
"1417","desperado",4,0.37675
"1433","eighteen",4,1.596
"1468","diary",4,1.5055
"1479","karma",4,7.93283333333333
"1481","learned",4,1.1045
"1483","interlude",4,0.36375
"1517","gives",4,2.6935
"1518","donkey",4,0.51325
"1569","mocking",4,1.77130769230769
"1626","koo",4,0.7061875
"1630","americans",4,1.62625
"1639","chord",4,0.9776
"1643","brook",4,0.707875
"1675","survival",4,1.2242
"1679","today.s",4,0.595
"1699","valerie",4,2.0955
"1703","cowboys",4,2.061
"1726","football",4,0.937
"1746","republic",4,1.03975
"1766","solitaire",4,2.1822
"1787","sleepless",4,0.347
"1805","marshmallow",4,0.59725
"1814","angelus",4,0.7485
"1815","ringing",4,0.646833333333333
"1827","vampire",4,0.988
"1838","bin",4,1.29284210526316
"1857","casinha",4,0.988
"1859","jura",4,0.786166666666667
"1885","lotus",4,0.85875
"1911","rhymes",4,0.648
"1952","share",4,1.1612
"1961","weight",4,0.729833333333333
"1968","willing",4,0.68475
"1975","ease",4,1.56369375
"1996","nuttin",4,0.624
"1997","banjo",4,2.28157142857143
"2009","baked",4,3.0645
"2011","kwai",4,1.79775
"2032","strutter.s",4,1.384
"2044","coax",4,0.78975
"2076","canoe",4,0.80525
"2082","susan",4,0.906428571428571
"2084","tammany",4,0.77625
"2115","portuguese",4,1.43375
"2116","greeks",4,0.57025
"2147","oui",4,1.13606024096386
"2180","clarinet",4,0.58525
"2196","savage",4,0.40325
"2208","traffic",4,1.00775
"2228","bheegi",4,0.658
"2277","slightly",4,2.58175
"2287","heart.s",4,1.24915789473684
"2288","masterpiece",4,2.029
"2300","balao",4,0.55375
"2305","complicated",4,5.0835
"2310","grip",4,1.82633333333333
"2411","isto",4,1.29684615384615
"2431","perdao",4,0.857
"2434","sao",4,0.712333333333333
"2447","saying",4,0.6885
"2465","trippin",4,2.89325
"2468","ar",4,1.57901281823037
"2489","hino",4,0.5016
"2517","sends",4,1.18625
"2542","inspiration",4,3.04325
"2546","mars",4,0.83525
"2555","triangle",4,1.51475
"2576","bomp",4,3.632
"2590","weakness",4,0.65725
"2619","praying",4,2.77625
"2626","woke",4,0.90425
"2629","mouse",4,0.6094
"2662","ray",4,1.98481
"2666","freaks",4,0.4502
"2675","crack",4,2.03309090909091
"2679","gravy",4,0.163
"2686","sauce",4,0.602142857142857
"2690","scarecrow",4,0.2905
"2710","universe",4,1.4585
"2715","whom",4,1.5725
"2740","stayin",4,5.255875
"2746","swallows",4,1.84825
"2767","carolines",4,0.6635
"2771","depends",4,0.678
"2775","tales",4,0.4185
"2776","whoopee",4,2.747
"2780","ninety",4,0.412
"2781","reaching",4,0.60775
"2797","supernatural",4,1.15675
"2807","barcelona",4,1.2145
"2833","jeannine",4,1.47975
"2834","lilac",4,1.03088888888889
"2846","nile",4,0.47775
"2862","rita",4,1.05676923076923
"2880","swell",4,0.6105
"2883","valencia",4,1.96975
"2932","moscow",4,3.51625
"2940","honey.s",4,0.55775
"2946","lobster",4,1.0535
"2952","eleven",4,0.4615
"2975","gentleman",4,0.42675
"2977","pull",4,1.05711111111111
"2998","arm",4,1.63357446808511
"3004","stocking",4,0.801
"3014","wink",4,0.849181818181818
"3026","grows",4,2.599
"3029","o.day",4,2.67241176470588
"3030","filla",4,1.3725
"3031","gusha",4,1.3725
"3041","navy",4,3.99525
"3042","shrine",4,0.708
"3051","tulips",4,1.83425
"3053","pasadena",4,1.3295
"3080","woodman",4,1.004
"3089","bleeding",4,7.61425
"3091","git",4,2.13410526315789
"3106","coast",4,2.00009090909091
"3128","nashville",4,1.01275
"3159","yodeling",4,0.201
"3166","favourite",4,2.74725
"3177","chief",4,1.58283333333333
"3190","countdown",4,4.2175
"3220","rooster",4,1.2056
"3240","medicine",4,1.94675
"3247","juice",4,1.9738
"3250","dice",4,1.4776
"3257","flood",4,0.77075
"3287","goat",4,0.27725
"3301","pat",4,1.778
"3306","lp",4,2.30011363636364
"3307","X1968",4,NA
"3317","skinny",4,1.4128
"3319","mulberry",4,0.6695
"3323","indians",4,0.44675
"3327","what.cha",4,0.4164
"3381","sut",4,1.47925
"3389","weaver",4,2.2125
"3406","sophisticated",4,1.96225
"3407","wildest",4,1.498
"3455","changin",4,1.63942857142857
"3461","worst",4,1.57966666666667
"3463","o.neil",4,0.60375
"3486","mike",4,1.44425
"3487","mcgee",4,3.29075
"3488","gentlemen",4,0.3835
"3496","alexander",4,1.60328571428571
"3512","lamb",4,1.94581818181818
"3513","fix",4,0.935363636363636
"3522","jingo",4,1.238
"3542","ford",4,0.5538
"3559","stutter",4,1.8034
"3561","caribbean",4,3.5825
"3562","dancefloor",4,3.37225
"3619","sixty",4,1.6365
"3624","bimbo",4,1.6538
"3645","gallagher",4,1.25575
"3646","shean",4,1.25575
"3647","fry",4,0.8284
"3648","yah",4,0.8315
"3649","fishin",4,0.4784
"3652","upstairs",4,1.1865
"3677","reveille",4,1.4135
"3684","alla",4,1.62836507936508
"3686","rancho",4,0.89275
"3692","ha.i",4,1.59348913043478
"3701","clementine",4,0.567
"3703","dolores",4,3.08925
"3711","feudin",4,1.046
"3714","earrings",4,1.54625
"3727","romantic",4,1.8896
"3728","pocketful",4,2.89
"3731","twas",4,0.42425
"3736","travelin",4,0.76
"3744","kite",4,0.21475
"3765","personality",4,5.54225
"3779","skylark",4,1.18025
"3782","snuggled",4,0.60125
"3814","X1998",4,NA
"3815","wrap",4,1.33957142857143
"3842","hyper",4,1.1066
"3856","forgiveness",4,0.62625
"3864","flashdance",4,8.508
"3888","rapture",4,4.0695
"3902","kung",4,6.957
"3922","signed",4,2.3865
"3924","delivered",4,2.3865
"3943","sa",4,1.52839012032932
"3949","jude",4,7.7552
"3973","crawl",4,1.0455
"3975","kettle",4,0.2386
"3982","gates",4,0.2088
"3983","eden",4,0.957
"3993","released",4,0.23075
"4003","pill",4,1.79765384615385
"4013","below",4,0.30525
"4035","staying",4,0.60075
"4070","stir",4,1.0964
"4076","marriage",4,2.303
"4078","sadie",4,0.5625
"4093","lucifer",4,0.66575
"4098","smith",4,0.919714285714286
"4115","tulsa",4,1.241
"4132","auld",4,1.2665
"4133","syne",4,1.1236
"4142","splash",4,2.018
"4145","what.d",4,1.5567
"4147","fought",4,1.404
"4161","bitty",4,2.40675
"4168","sul",4,1.36833333333333
"4179","sharing",4,1.93925
"4184","vine",4,2.14616666666667
"4216","tha",4,1.59905305305305
"4217","crossroads",4,3.8085
"4220","stories",4,0.535
"4241","babylon",4,5.7015
"4249","faster",4,0.9516
"4255","onions",4,2.7365
"4271","jalousie",4,1.31975
"4290","runs",4,2.3215
"4328","rusty",4,1.1565
"4332","depend",4,1.63280769230769
"4333","andorinha",4,0.607
"4339","devoted",4,3.70975
"4343","hung",4,3.48228571428571
"4356","seek",4,1.47233333333333
"4360","perfume",4,0.51075
"4361","shattered",4,2.54425
"4378","hurtin",4,1.73457142857143
"4438","roulette",4,2.475
"4441","freeze",4,1.90025
"4482","poco",4,0.7765
"4483","dreamers",4,1.7055
"4486","handsome",4,0.873
"4490","don",4,1.85319186560566
"4494","reminiscing",4,1.223
"4498","X1963",4,NA
"4537","fireball",4,0.78325
"4540","damage",4,1.21783333333333
"4550","phantom",4,0.67225
"4553","request",4,0.74825
"4586","fifteen",4,0.63925
"4602","otis",4,0.8658
"4640","opera",4,1.43136363636364
"4673","li",4,1.63176954638705
"4677","era",4,1.174675
"4718","sonhei",4,0.58325
"4722","favela",4,0.63625
"4737","valsa",4,0.561
"4780","vamos",4,1.5515
"4786","attitude",4,0.60625
"4788","jesse",4,1.52025
"4793","boneca",4,0.54825
"4799","baiana",4,1.32775
"4810","santo",4,1.3012
"4813","perdido",4,1.17875
"4818","bahia",4,0.53575
"4845","deixa",4,0.561
"4849","voltei",4,0.53975
"4881","carioca",4,1.79775
"4885","primavera",4,0.68175
"4920","X5789",4,NA
"4928","heather",4,1.2915
"4939","chickery",4,3.26125
"4940","happiest",4,0.84575
"4949","X100",4,NA
"4953","gas",4,1.7022380952381
"4979","schiff",4,1.25375
"4980","wird",4,0.8812
"4996","schon",4,0.1838
"5004","kommt",4,0.43475
"5008","geht",4,0.37725
"5020","den",4,1.53781220657277
"5023","aha",4,1.28475862068966
"5034","rosen",4,1.5858
"5035","sind",4,0.41125
"5065","swan",4,1.1781724137931
"5074","else.s",4,0.58275
"5094","drove",4,3.79825
"5140","faut",4,0.62975
"5156","venice",4,0.54625
"5164","lining",4,1.516
"5178","lessons",4,2.66825
"5195","doors",4,1.5576
"5203","police",4,1.736
"5205","voices",4,0.6855
"5207","mirage",4,1.0458
"5222","X25",4,NA
"5226","surprise",4,2.10114285714286
"5245","forbidden",4,0.9085
"5253","porque",4,1.7635
"5265","excuse",4,1.799
"5266","travelling",4,0.7
"5271","getaway",4,1.16225
"5301","genie",4,5.4985
"5320","hucklebuck",4,1.16275
"5321","balla",4,2.37484848484848
"5358","pedro",4,0.787333333333333
"5370","reelin",4,1.68575
"5373","thirty",4,0.849
"5382","shit",4,0.846777777777778
"5385","sides",4,2.3946
"5388","spooky",4,1.17425
"5418","beau",4,1.98174054054054
"5427","diner",4,3.6976
"5433","notre",4,0.45375
"5440","soleil",4,1.83425
"5494","tra",4,1.51418300653595
"5517","cosa",4,1.516
"5545","citta",4,0.4425
"5551","sciue",4,0.571
"5575","bachelor",4,1.9684
"5582","keine",4,0.99675
"5583","wunderbar",4,0.6325
"5593","easily",4,1.11325
"5600","tease",4,1.5044
"5614","twelfth",4,2.5835
"5619","drift",4,1.2468
"5647","violet",4,1.352
"5677","thinks",4,0.61475
"5682","senza",4,1.45225
"5689","robot",4,1.675125
"5695","rules",4,0.46675
"5704","whose",4,0.6975
"5715","portrait",4,1.916
"5719","gangsta",4,7.10733333333333
"5722","fantastic",4,1.2685
"5736","X16",4,NA
"5771","filled",4,0.50425
"5773","axel",4,5.69175
"5799","sacrifice",4,3.76575
"5803","distant",4,1.39575
"5816","insanity",4,2.042
"5818","meaning",4,2.71675
"5855","guaglione",4,1.536
"5887","t.aimer",4,1.16475
"5899","milwaukee",4,0.55825
"5901","winchester",4,3.68825
"5912","nineteen",4,1.08125
"5944","anger",4,1.95154639175258
"5945","alien",4,1.278625
"5946","festival",4,0.41775
"5953","suicide",4,3.259
"5962","according",4,1.398
"5965","sold",4,1.49241818181818
"6001","sorrento",4,1.012
"6013","X1996",4,NA
"6021","rhyme",4,0.739111111111111
"6053","collide",4,1.9152
"6056","handy",4,2.582
"6062","frozen",4,4.63975
"6081","lust",4,1.18433333333333
"6101","suffer",4,0.591142857142857
"6115","bat",4,1.67272340425532
"6125","piccolino",4,1.39825
"6128","battlefield",4,3.18875
"6132","experience",4,0.539
"6134","hangover",4,2.14275
"6138","force",4,0.5755
"6152","bouquet",4,1.1684
"6157","jeannie",4,3.22825
"6176","canary",4,0.38275
"6218","abraham",4,1.6555
"6219","martin",4,1.4136
"6225","cruise",4,1.5202
"6262","peanuts",4,1.062
"6272","magnificent",4,0.87625
"6275","twinkle",4,0.5035
"6288","coat",4,0.865
"6290","jolene",4,1.6315
"6291","starting",4,5.9695
"6321","po",4,1.5230395480226
"6341","peanut",4,1.594625
"6342","vendor",4,2.1885
"6344","s.posin",4,0.49475
"6360","innocence",4,4.843
"6366","mixes",4,0.306333333333333
"6377","macarthur",4,4.5525
"6379","waves",4,0.58375
"6401","salvation",4,1.4525
"6407","confess",4,1.18660869565217
"6414","bushel",4,1.5635
"6415","peck",4,2.5299375
"6416","capers",4,1.24033333333333
"6438","party.s",4,3.59771428571429
"6440","thoughtless",4,0.4105
"6470","leather",4,0.9855
"6478","cannonball",4,3.47525
"6540","shaft",4,3.71775
"6549","strangest",4,0.658
"6555","settin",4,1.37916666666667
"6582","slippery",4,0.638
"6596","truckin",4,1.25
"6607","serious",4,1.76783333333333
"6631","oriental",4,0.64075
"6634","jupiter",4,3.4445
"6652","picardy",4,0.56725
"6667","dumb",4,0.1985
"6673","babes",4,0.504
"6696","throwing",4,1.18975
"6709","riptide",4,0.568
"6741","jezebel",4,2.38725
"6818","friendship",4,1.20825
"6840","nova",4,1.95076923076923
"6843","undecided",4,1.099
"6859","X97",4,NA
"6884","night.s",4,1.45572972972973
"6895","bama",4,1.24329411764706
"6918","wednesday",4,0.38425
"6925","X1982",4,NA
"6927","heut",4,0.2238
"6955","patch",4,1.789
"6967","frutti",4,3.164
"6980","X3am",4,NA
"6983","closet",4,3.2925
"6998","release",4,2.14188888888889
"7002","stopping",4,0.5105
"7013","chapter",4,0.232
"7023","martha",4,0.62425
"7047","neapolitan",4,1.08925
"7059","iris",4,1.61725
"7075","vesti",4,2.8022
"7076","giubba",4,2.21875
"7090","divine",4,2.73675
"7118","summer.s",4,0.936166666666667
"7119","solsbury",4,1.359
"7169","pi",4,1.62742535211268
"7176","musica",4,0.453
"7205","ali",4,1.81637931034483
"7228","europe",4,1.38983333333333
"7232","final",4,3.44057142857143
"7233","sober",4,3.853
"7234","further",4,0.13875
"7250","cities",4,0.52875
"7256","emotional",4,3.0184
"7262","evolution",4,0.962034482758621
"7322","germany",4,0.6865
"7331","praise",4,4.58625
"7352","bicycle",4,1.48566666666667
"7354","rah",4,0.992545454545455
"7356","pleasin",4,0.86125
"7371","keys",4,0.9455
"7378","jitterbug",4,0.565
"7395","rump",4,0.800583333333333
"7405","showed",4,1.81725
"7420","glamorous",4,2.7885
"7428","traveler",4,0.6016
"7436","lindy",4,0.61325
"7467","banks",4,1.0485
"7504","western",4,1.56025
"7510","jigsaw",4,0.27625
"7523","handle",4,2.7765
"7540","boxer",4,2.3356
"7547","tavern",4,0.4686
"7560","poupee",4,1.71066666666667
"7575","dama",4,1.100125
"7626","deusa",4,0.632
"7628","dor",4,1.41936507936508
"7652","faz",4,0.5365
"7712","harbor",4,0.99575
"7713","gay",4,0.9046
"7747","tomorrows",4,0.35525
"7754","eternity",4,2.15575
"7765","holly",4,1.04944444444444
"7787","prairie",4,0.42975
"7802","rumors",4,3.85125
"7810","dome",4,2.526125
"7830","swamp",4,0.6292
"7837","mermaid",4,0.9864
"7842","cinnamon",4,1.008
"7845","heartless",4,1.844
"7864","entertainment",4,0.5765
"7870","overcoat",4,0.6755
"7878","glasses",4,4.2844
"7894","dedication",4,0.63625
"7903","bunch",4,3.3085
"7905","doughboy",4,1.0185
"7932","welt",4,0.86025
"7943","dein",4,1.62775
"7961","seemann",4,1.6974
"8011","vi",4,1.55502002002002
"8012","boca",4,0.750888888888889
"8025","vento",4,0.386571428571429
"8055","pals",4,0.489333333333333
"8060","cowboy.s",4,1.15633333333333
"8063","snowman",4,0.9135
"8069","tb",4,1.44773451327434
"8078","retreat",4,1.92925
"8085","opus",4,1.2624
"8096","nessuno",4,0.92075
"8107","tail",4,2.75706666666667
"8129","manana",4,3.56575
"8150","palace",4,0.839
"8161","fonder",4,0.98025
"8174","arches",4,0.93975
"8195","ferry",4,1.51566666666667
"8206","beatles",4,1.25075
"8282","nada",4,1.60428571428571
"8297","doves",4,6.1665
"8307","finish",4,1.161
"8316","X1969",4,NA
"8333","bust",4,3.36707142857143
"8345","unusual",4,2.07475
"8351","suck",4,2.616
"8372","annabelle",4,0.71925
"8377","spellbound",4,0.61675
"8384","patrol",4,1.27275
"8411","pennsylvania",4,2.52725
"8413","vigo",4,1.0446
"8414","voy",4,1.87635
"8428","fishies",4,1.60275
"8482","X19",4,NA
"8495","case",4,1.917
"8562","brooklyn",4,0.5885
"8564","plans",4,0.55875
"8565","ups",4,1.861125
"8639","gilded",4,1.2545
"8661","ill",4,1.63978762006403
"8673","cat.s",4,3.08277777777778
"8675","monsieur",4,2.39975
"8722","stranded",4,1.51625
"8726","waits",4,1.1475
"8738","quaker",4,1.1045
"8739","peach",4,0.710909090909091
"8741","delaware",4,0.8625
"8746","ev.ning",4,1.57313953488372
"8750","joan",4,2.41542857142857
"8751","arc",4,1.07169473684211
"8752","rosary",4,0.83675
"8794","post",4,2.3315
"8802","attraction",4,0.347
"8806","join",4,1.1132
"8812","hong",4,2.18842857142857
"8832","oi",4,1.29978723404255
"8842","doubt",4,2.0775
"8884","X22",4,NA
"8906","public",4,1.124625
"8951","X1000",4,NA
"8977","civilization",4,2.033
"8986","lifting",4,2.59275
"8987","workout",4,1.498
"9057","ashore",4,0.46325
"9093","problems",4,4.14025
"9105","oceans",4,0.688
"9163","footsteps",4,1.39075
"9171","following",4,0.72325
"9185","wham",4,0.680333333333333
"9216","brazil",4,1.6256
"9222","faraway",4,1.927
"9240","fake",4,1.97825
"9252","unchain",4,2.67212
"9271","houses",4,1.11775
"9302","covered",4,0.3895
"9337","prison",4,1.72968
"9344","doggone",4,1.10575
"9365","demain",4,0.51625
"9387","christ",4,1.32393785310734
"9440","weer",4,1.8812
"9444","het",4,1.47022222222222
"9449","zijn",4,0.51775
"9499","hopelessly",4,3.4815
"9508","pins",4,2.2956
"9517","amores",4,0.45475
"9524","toujours",4,0.51725
"9549","eh",4,1.54559848484848
"9608","ur",4,1.59210540752351
"9675","booty",4,4.2798
"9677","sleazy",4,0.5125
"9688","fresh",4,2.4222
"9738","latin",4,1.42771428571429
"9778","ek",4,1.66162790697674
